"channel_id","title","customUrl","publishedAt","country","subscriberCount","viewCount","videoCount","thumbnail_high"
"UClyA28-01x4z60eWQ2kiNbA","Sơn Tùng M-TP Official","@sontungmtp","2015-01-21T02:38:32Z","VN","11500000","3472598033","199","https://yt3.ggpht.com/c-Z7mIlntSpG6VyQ5ZqaPggqkZRhaySr-H5ZEazFN2iR1pP4eD1UGekwu0y--c4CSVhJJ1A4QT8=s800-c-k-c0x00ffffff-no-rj"
